id,origin_user,origin,destination,flight_type,travel_date,overall_rating,review_text
40894,"A Coruña, España",Santiago de Compostela,Barcelona,Domestic,diciembre de 2024,1,"Conocía la mala fama de VUELING, labrada tras décadas de actitudes irrespetuosas con sus clientes, y ya anteriormente había tenido malas experiencias con ellos. Pero la felonía (sic) que perpetraron con motivo del no-vuelo de regreso desde Barna el dia 12/12/24 desbordó el vaso y me invita a no volver nunca con esa compañía. 

En sintesis: vuelo Barna-Santiago (260€ aprox.), programado para las 21:40 h del 12/12, jueves. La noche, a esa hora apacible tras un día tormentoso. Una hora antes del vuelo anuncian por sms que se cancela, “por circunstancias meteorológicas”, seguido del ofrecimiento de vuelo el sábado, dos dias después. 

Intento contactar con ellos por varias vías, incluída la web de reclamaciones, sin éxito. La web no funciona: rechaza los datos bajo la falsa excusa del “ups”… se equivocó de vuelo. 

Todo fue consciente y deliberadamente falso: no había ningún problema meteorológico para operar (como lo prueba el hecho de que los vuelos inmediatamente precedentes y posteriores, a escasos minutos algunos, volaron sin problema), lo mismo que el bloqueo de la web y la consiguiente inaccesibilidad y desamparo de sus victimas. 

Al final me tuve que buscar un hotel en Barcelona, cenar y pernoctar alli a mi costa, y conseguí volar de regreso a la mañana siguiente gracias a que (una vez más) RYANAIR estaba ahí, asiento en pasillo fila 3 por 84 €, y por supusto despegamos con puntualidad británica a la hora exacta. 

La conclusión: viajar con VUELING es un error, pasa por quedar expuesto a que repentinamente decidan que les conviene más dejar un avión en tierra o cambiarle la ruta que los derechos y expectativas de sus clientes. No les importamos nada, somos solo 260 fichas en un tablero que se creen con derecho a moverlas a su antojo y para su provecho. 

El reembolso (que por cierto es imposible de gestionar en su esotérica web) no cubre ni el coste ni el disgusto de perder un vuelo tan estúpidamente. Tampoco les supondria un problema en su cálculo de coste beneficio. Deberían ser sancionados severamente con la pérdida de rutas. 

Gracias a RYANAIR por su fidelidad. Conduciré a Vigo en adelante solo para coger sus vuelos y eludir VUELING. Nunca más."
40895,"Terrassa, España",Barcelona,Almeria,Domestic,diciembre de 2024,2,"He volado muchas veces con esta aerolinea, pero el dia 9 de diciembre, estuvimos 50 minutos para realizar el embarque en Barcelona, y al entrar en el avion y comentarlo con una auxiliar de vuelo, me dice que la culpa es nuestra ya que somos muy lentos...increible. Ya le dije q el embarque lo tenian q organizar ellos de manera que las últimas filas embarcan primero para no dificultarnos unos a otros. En fin un desastre"
40896,Desconocido,Malaga,Bilbao,Domestic,diciembre de 2024,1,Nos anularon el vuelo de regreso y la única opción viable era coger otro vuelo y pasar todo el día de escala en otro aeropuerto. Ademas habia un vuelo a nuestra ciudad de destino antes pero no nos lo ofrecieron....
40897,Desconocido,Barcelona,Palma de Mallorca,Domestic,diciembre de 2024,1,"Son unos estafadores. Te cobran hasta por respirar. Y van de low cost, ir de bcn a mallorca nos cuesta 700€ en temporada baja y tienen la poca vergüenza de cobrar las maletas de cabina a 60€!!! Y a eso añade pagar por el asiento!! Vaya que la broma se nos va a 1000€! Una vergüenza! Y lo
Peor es que para ir a mallorca no hay mucha más alternativa. El personal muy desagradable. En fin, intentaremos no volver a comprar en vueling y no recomendarlo a nadie. Espero que la sentencia de cobrar el equipaje se confirme y les multen cuanto antes. Y encima siempre con retraso. En fin, pésima experiencia."
40898,Desconocido,Barcelona,Donostia - San Sebastian,Domestic,diciembre de 2024,1,"Hoy hemos llegado 5’tarde al embarque, y aún estando avisados de que había 2pasajeros en lanzadera llegando,no han tenido ningún detalle de darnos ni 5’. Hemos llegado a las 15’57, el avión salía 16’10. Lo peor ha sido ver como al llegar uno de los trabajadores ha hecho el gesto de que podíamos pasar y la chica que había (una borde) ha dicho que no,  y así ha sido. No le ha dado la gana empatizar, una vergüenza que haya gente así."
40899,"Barcelona, España",Barcelona,Malaga,Domestic,diciembre de 2024,2,"- Maltratan y tiran las maletas cuando las meten a bordo (mi maleta rosa acabó super sucia y mojada) (tengo pruebas grabadas).
- No dejan modificar o agregar una maleta de mano, tiene que ser pagando un pastizal.
Sinceramente esta compañía no la recomiendo por el trato y los problemas que va dando cada vez, se aprovechan de la gente para cobrarles lo que quieran, sobretodo cuando les sobran asientos cobran a otras personas."
40900,Desconocido,Rome,Seville,Europe,diciembre de 2024,1,"Me han cambiado el vuelo de vuelta a pocos días del vuelo de ida, encima me han cobrado 160€ por la misma maleta en Roma y en Barcelona, servicio pésimo, dan por entendido que lo sabes todo y no explican nada, encima desagradables, pésimo servicio, última vez de viaje con Vueling, engañan a las personas diciendo una cosa y cuando llegas es otra totalmente diferente"
40901,Desconocido,Barcelona,Palma de Mallorca,Domestic,diciembre de 2024,1,"En el vuelo de ida no me requirieron el certificado de empadronamiento y en cambio sí que me lo requirieron en el de vuelta. Vueling me ha cobrado dos veces el mismo vuelo: una por no llamarme por megafonía a pesar de encontrarme dentro del aeropuerto en el vuelo del día anterior; y dos, por no dejarme viajar con el vuelo adquirido requiriéndome el certificado de residencia que no me había sido requerido en el vuelo de ida. Obviamente reclamaré mis derecho a través de la OCU."
40902,Desconocido,Barcelona,Madrid,Domestic,diciembre de 2024,1,"Te hacen pagar el doble por la maleta de cabina, cuando veníamos de un vuelo de Londres con la misma compañía y en ningún momento nos informaron de eso. Aparte el personal de a bordo está hablando todo el rato entre ellas y haciendo bromas sobre otros pasajeros. Viajo bastante y nunca había visto ese comportamiento."
40903,Desconocido,Seville,Menorca,Domestic,diciembre de 2024,2,"Mal, iba a poner buena reseña por el vuelo y lo demás, pero me perdieron la maleta un lunes y estamos a viernes y llamé dos veces a la agencia y me dicen que aún no la han localizado, como puede ser posible que no la encuentren, espero q la encuentren, si no voy a poner una denuncia y que me indemnicen por todo lo que perdí y tuve q comprar de nuevo."
40904,Desconocido,Santiago de Compostela,Las Palmas de Gran Canaria,Domestic,diciembre de 2024,1,"Compañía de ladrones, son una manada de chorizos, con un billete con cualquier otra compañía te permiten una maleta de mano, en este caso me ha costado más la maleta (60€) que el billete en sí, es increíble como permiten esto AENA, de verdad encima que volar es caro quieren sangrarnos más, es increíble como se ríen de nosotros. Encima me la meten en bodega con mis efectos personales. Politica de viaje pésima. Jamás los volveré a coger"
40905,Desconocido,Bilbao,Barcelona,Domestic,diciembre de 2024,1,"El vuelo no sale. Necesitamos ir a Paris un grupo de 20 alumnos y 5 familias y no dan solución. PESIMO servicio, arreglenlo sino me emcargaré yo."
40906,Desconocido,Las Palmas de Gran Canaria,Bilbao,Domestic,diciembre de 2024,1,"Cada vez es peor el servicio a bordo , por no hablar de la limpieza inexistente de los cristales de las ventanillas donde los que vamos sentados alado siempre acercamos la cara y es insalubre como están .. no cogemos nada no se porque .. 
cada vez peor atención"
40907,"Sabadell, España",Malaga,Barcelona,Domestic,diciembre de 2024,1,"Me han perdido el equipaje, me lo han entregado sin ninguna compensación al día siguiente, totalmente dañado, agujeros en 3 esquinas y el asa extraible totalmente rota. 
Su respuesta reiterada es decirme que la maleta se puede usar igualmente para guardar cosas y para viajar, que esos roces no interfieren en su uso. El asa está totalmente rota y no se puede usar arrastrándola con las ruedas, si no tienes el asa elevada."
40908,Desconocido,Palma de Mallorca,Barcelona,Domestic,diciembre de 2024,1,Me dejaron en tierra y pase 12h en el aeropuerto. Me prometieron una indemnización y ahora dicen que no me dan nada. Una vergüenza de compañía
40909,"Arequipa, Perú",Barcelona,Madrid,Domestic,noviembre de 2024,1,"Incompetencia y falta de empatia en puerta de embarque. Les hize saber desde muy temprano tendría un vuelo internacional y por OVERBOOKING no me permitieron subir a pesar que insistí en mi vuelo internacional  NO PODEMOS AYUDARTE fue su respuesta como consecuencia perdí el vuelo internacional además perdíeron mi equipaje en bodega. Me solicitan documentacion de mi maleta perdida y no tengo más respuesta
En el app de vueling ya no reconocen mi NÚMERO DE CASO. A pesar que fui 2 veces a atención al cliente en Barcelona a detallar mi destino final y hasta el día de hoy vuelo perdido y equipaje perdido. Esta aerolínea brilla por su incompetencia y obliga a defendernos con abogados."
40910,Desconocido,Venice,Barcelona,Europe,diciembre de 2024,1,"Supongo que para ser una compañia de bajo coste tambien repercute en la baja calidad del personal contratado. Que la empresa de transporte afecte negativamente a un viaje de placer me parece aberrante. No voy a dar detalles porque no quiero que mejoren, mejor se hunden y que entren otras compañias."
40911,Desconocido,Malaga,Tenerife,Domestic,noviembre de 2024,5,"Mi agradecimiento a los auxiliares del vuelo VY 3274, del día 27 noviembre Málaga - Tenerife de las 6'45 hora. Siento no saber sus nombres para indicarlo aquí. Tras sufrir en medio del viaje un desmayo y perdida conocimiento. Ellos actuaron eficazmente en los primeros auxilios, sin dejarme en ningún momento. Todo fue atenciones y cuidados hasta que me vieron recuperada. Aún así, nada más aterrizar ya había una ambulancia. Michisimas gracias a todos. 
He viajado muchas veces con la compañía, y hasta el momento sin problemas."
40912,Desconocido,Malaga,Barcelona,Domestic,octubre de 2024,1,"Viajé el dia de la Dana, 29 de octubre, estuvimos dentro del avión sin información de hora de salida mas de 5 horas. Se comprende por el caos del día. Lo que no se comprende es que Vueling me haya puesto excusas absurdas para no reembolsar ni el retraso, ni el vuelo de vuelta que perdí como consecuencia del retraso, ni los gastos de hotel por tener que hacer noche en Barcelona."
40913,Desconocido,Palma de Mallorca,Barcelona,Domestic,diciembre de 2024,2,El personal cambia de lugar a los pasajeros sin su consentimiento para estar en la salida de emergencia..............
40914,Desconocido,Rome,Palma de Mallorca,Europe,diciembre de 2024,1,"La peor experiencia,malo malo salió el vuelo con retraso,y al llegar a Barcelona tengo que toma otro vuelo a Mallorca,y la tripulación  no nos ayuda en nada pido para salir unas de las primeras y me dicen que no, pido que llamen  a donde tengo que embarcar para que nos esperen y me dicen que no pueden siendo el  vuelo que tengo que coger de ellos de vueling,pésimo no lo siguiente no lo recomiendo a nadie correr por todo el aeropuerto de Barcelona para cojer el otro vuelo y con una ñina pequeña"
40915,"Frankfurt, Alemania",Barcelona,Lisbon,Europe,septiembre de 2024,1,El peor servicio al cliente de cualquier aerolínea que he experimentado. No escuchar al cliente y fue colgado dos veces por dos agentes de servicio diferentes.
40916,Desconocido,Palma de Mallorca,Tenerife,Domestic,noviembre de 2024,1,"La peor aerolínea con la que lidiar. Personal deshonroso, grosero y poco profesional. No volaría con Vueling si me dieras boletos gratis."
40917,Desconocido,Barcelona,Madrid,Domestic,diciembre de 2024,1,"La peor vía aérea de la historia no hay servicio al cliente, nadie ayuda en el aeropuerto no hay oficina y mi equipaje se pierde y nadie está allí ayudando al con el servicio de equipaje ya que la oficina siempre cerró y pusieron horarios de apertura falsos en su sitio web"
